Komoditas (Rp),Tanggal,Harga,Wilayah,Bulan,Tahun,Hari_Dalam_Minggu,Musim_Hujan,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh,Hujan_Lag30,Hujan_Lag60,Suhu_Lag30,Suhu_Lag60,Rata_Hujan_30Hari,Rata_Suhu_30Hari,Harga_Kemarin,Harga_Minggu_Lalu
Minyak Goreng Kemasan Bermerk 1,2022-03-21,21000.0,Bukittinggi,3,2022,0,1,21.9,0.1,23.28,15.9,1.5,3.5,20.5,20.3,3.82,20.87666666666667,21000.0,20250.0
Minyak Goreng Kemasan Bermerk 1,2022-03-22,21500.0,Bukittinggi,3,2022,1,1,21.3,1.3,22.66,11.6,3.8,0.5,21.1,20.4,3.7366666666666664,20.883333333333333,21000.0,20250.0
Minyak Goreng Kemasan Bermerk 1,2022-03-23,21500.0,Bukittinggi,3,2022,2,1,20.9,0.1,24.91,12.2,0.7,0.3,20.6,21.1,3.716666666666667,20.89333333333333,21500.0,20250.0
Minyak Goreng Kemasan Bermerk 1,2022-03-24,22500.0,Bukittinggi,3,2022,3,1,20.6,0.0,27.55,12.3,0.7,2.1,20.5,21.0,3.693333333333334,20.896666666666665,21500.0,19000.0
Minyak Goreng Kemasan Bermerk 1,2022-03-25,23000.0,Bukittinggi,3,2022,4,1,20.7,0.0,27.12,10.0,13.6,17.1,20.0,20.6,3.24,20.92,22500.0,19500.0
Minyak Goreng Kemasan Bermerk 1,2022-03-28,23000.0,Bukittinggi,3,2022,0,1,20.8,0.0,28.04,12.8,2.2,1.5,20.6,20.8,3.1666666666666665,20.926666666666666,23000.0,19750.0
Minyak Goreng Kemasan Bermerk 1,2022-03-29,23000.0,Bukittinggi,3,2022,1,1,21.3,0.0,28.05,13.3,1.1,2.4,20.7,20.3,3.1300000000000003,20.946666666666665,23000.0,21000.0
Minyak Goreng Kemasan Bermerk 1,2022-03-30,23000.0,Bukittinggi,3,2022,2,1,20.9,0.0,26.61,14.4,6.5,0.1,20.3,20.9,2.9133333333333336,20.966666666666665,23000.0,21000.0
Minyak Goreng Kemasan Bermerk 1,2022-03-31,22500.0,Bukittinggi,3,2022,3,1,21.5,0.0,24.96,13.1,0.9,11.9,20.8,20.3,2.8833333333333333,20.990000000000002,23000.0,21500.0
Minyak Goreng Kemasan Bermerk 1,2022-04-01,23000.0,Bukittinggi,4,2022,4,0,21.4,0.0,26.77,12.7,0.1,13.3,20.8,20.4,2.8800000000000003,21.01,22500.0,21500.0
Minyak Goreng Kemasan Bermerk 1,2022-04-04,23000.0,Bukittinggi,4,2022,0,0,21.3,0.9,24.66,10.9,0.6,9.1,21.4,19.9,2.89,21.006666666666664,23000.0,22500.0
Minyak Goreng Kemasan Bermerk 1,2022-04-05,23000.0,Bukittinggi,4,2022,1,0,21.1,3.0,19.84,8.4,7.4,1.1,20.7,20.2,2.743333333333333,21.02,23000.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-06,23000.0,Bukittinggi,4,2022,2,0,21.0,2.6,18.62,10.9,1.4,0.0,20.8,20.8,2.783333333333333,21.026666666666664,23000.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-07,23000.0,Bukittinggi,4,2022,3,0,20.4,2.4,10.29,12.2,0.2,0.8,21.4,20.8,2.856666666666667,20.993333333333332,23000.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-08,23000.0,Bukittinggi,4,2022,4,0,21.5,0.1,17.39,16.5,1.5,6.1,20.6,20.3,2.8100000000000005,21.02333333333333,23000.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-11,23000.0,Bukittinggi,4,2022,0,0,20.7,3.3,15.34,8.4,6.5,16.5,20.8,20.1,2.7033333333333336,21.02,23000.0,22500.0
Minyak Goreng Kemasan Bermerk 1,2022-04-12,25750.0,Bukittinggi,4,2022,1,0,21.3,5.0,19.16,7.6,3.9,2.8,20.1,19.7,2.74,21.06,23000.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-13,25750.0,Bukittinggi,4,2022,2,0,21.0,7.2,16.43,7.2,1.6,9.7,21.0,19.3,2.926666666666667,21.06,25750.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-14,25750.0,Bukittinggi,4,2022,3,0,21.2,1.6,22.18,8.7,0.2,1.8,20.5,20.8,2.9733333333333336,21.083333333333332,25750.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-15,25750.0,Bukittinggi,4,2022,4,0,21.3,4.5,17.02,9.7,0.8,1.7,21.4,20.2,3.0966666666666667,21.08,25750.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-18,25750.0,Bukittinggi,4,2022,0,0,21.0,7.1,12.57,8.5,3.4,4.6,20.8,21.0,3.2199999999999998,21.086666666666666,25750.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-19,25750.0,Bukittinggi,4,2022,1,0,21.2,13.0,14.31,10.9,1.2,8.8,21.2,20.8,3.613333333333333,21.086666666666666,25750.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-20,25250.0,Bukittinggi,4,2022,2,0,21.1,1.1,13.69,13.7,6.8,0.1,20.9,20.4,3.4233333333333333,21.093333333333337,25750.0,23000.0
Minyak Goreng Kemasan Bermerk 1,2022-04-21,25250.0,Bukittinggi,4,2022,3,0,21.6,0.1,14.63,8.3,2.1,0.0,20.7,21.6,3.356666666666667,21.12333333333333,25250.0,25750.0
Minyak Goreng Kemasan Bermerk 1,2022-04-22,25250.0,Bukittinggi,4,2022,4,0,21.4,8.0,19.37,8.4,1.5,0.3,21.1,21.2,3.5733333333333333,21.133333333333333,25250.0,25750.0
Minyak Goreng Kemasan Bermerk 1,2022-04-25,25250.0,Bukittinggi,4,2022,0,0,20.8,3.9,11.7,11.5,21.1,2.8,21.1,20.8,3.0,21.123333333333335,25250.0,25750.0
Minyak Goreng Kemasan Bermerk 1,2022-04-26,25250.0,Bukittinggi,4,2022,1,0,21.8,1.1,17.26,10.1,11.8,9.8,21.5,20.1,2.643333333333333,21.133333333333333,25250.0,25750.0
Minyak Goreng Kemasan Bermerk 1,2022-04-27,25250.0,Bukittinggi,4,2022,2,0,22.1,3.1,22.32,9.2,1.1,4.8,21.4,21.0,2.7100000000000004,21.156666666666663,25250.0,25750.0
Minyak Goreng Kemasan Bermerk 1,2022-04-28,25250.0,Bukittinggi,4,2022,3,0,21.9,0.3,20.66,13.9,10.5,1.6,20.8,21.0,2.37,21.19333333333333,25250.0,25750.0
Minyak Goreng Kemasan Bermerk 1,2022-04-29,25500.0,Bukittinggi,4,2022,4,0,21.8,0.4,19.61,16.2,1.3,5.4,20.8,20.2,2.3399999999999994,21.22666666666667,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-02,25500.0,Bukittinggi,5,2022,0,0,21.5,2.7,13.86,13.6,0.1,1.5,21.9,20.5,2.4266666666666667,21.21333333333333,25500.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-03,25500.0,Bukittinggi,5,2022,1,0,21.9,4.7,18.86,12.3,1.3,3.8,21.3,21.1,2.54,21.233333333333334,25500.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-04,25500.0,Bukittinggi,5,2022,2,0,21.3,8.6,14.13,15.5,0.1,0.7,20.9,20.6,2.823333333333333,21.246666666666666,25500.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-05,25500.0,Bukittinggi,5,2022,3,0,21.3,12.9,18.3,10.3,0.0,0.7,20.6,20.5,3.253333333333333,21.27,25500.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-06,25500.0,Bukittinggi,5,2022,4,0,21.4,0.6,10.4,17.9,0.0,13.6,20.7,20.0,3.273333333333333,21.293333333333333,25500.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-09,25250.0,Bukittinggi,5,2022,0,0,22.0,0.6,19.35,8.0,0.0,2.2,20.8,20.6,3.2933333333333334,21.333333333333332,25500.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-10,25250.0,Bukittinggi,5,2022,1,0,22.1,1.8,20.03,11.9,0.0,1.1,21.3,20.7,3.353333333333333,21.360000000000003,25250.0,25500.0
Minyak Goreng Kemasan Bermerk 1,2022-05-11,25250.0,Bukittinggi,5,2022,2,0,22.0,1.6,18.91,19.2,0.0,6.5,20.9,20.3,3.4066666666666663,21.396666666666665,25250.0,25500.0
Minyak Goreng Kemasan Bermerk 1,2022-05-12,25250.0,Bukittinggi,5,2022,3,0,21.7,0.4,19.46,24.6,0.0,0.9,21.5,20.8,3.42,21.40333333333333,25250.0,25500.0
Minyak Goreng Kemasan Bermerk 1,2022-05-13,25250.0,Bukittinggi,5,2022,4,0,22.3,0.0,23.7,12.5,0.0,0.1,21.4,20.8,3.42,21.433333333333334,25250.0,25500.0
Minyak Goreng Kemasan Bermerk 1,2022-05-16,25250.0,Bukittinggi,5,2022,0,0,21.3,2.9,12.41,10.1,0.9,0.6,21.3,21.4,3.486666666666667,21.433333333333334,25250.0,25500.0
Minyak Goreng Kemasan Bermerk 1,2022-05-17,25250.0,Bukittinggi,5,2022,1,0,22.0,0.0,21.79,11.4,3.0,7.4,21.1,20.7,3.386666666666667,21.46333333333333,25250.0,25500.0
Minyak Goreng Kemasan Bermerk 1,2022-05-18,25250.0,Bukittinggi,5,2022,2,0,21.7,0.0,24.3,9.6,2.6,1.4,21.0,20.8,3.3,21.486666666666668,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-19,25250.0,Bukittinggi,5,2022,3,0,21.5,0.5,19.57,8.9,2.4,0.2,20.4,21.4,3.236666666666667,21.523333333333333,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-20,25250.0,Bukittinggi,5,2022,4,0,20.9,5.9,14.26,6.4,0.1,1.5,21.5,20.6,3.4299999999999997,21.503333333333334,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-23,25250.0,Bukittinggi,5,2022,0,0,21.5,0.3,21.73,10.1,3.3,6.5,20.7,20.8,3.3299999999999996,21.529999999999998,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-24,25250.0,Bukittinggi,5,2022,1,0,21.3,21.2,14.46,8.7,5.0,3.9,21.3,20.1,3.8699999999999997,21.529999999999998,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-25,25250.0,Bukittinggi,5,2022,2,0,21.1,5.7,13.89,9.8,7.2,1.6,21.0,21.0,3.82,21.533333333333335,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-26,25250.0,Bukittinggi,5,2022,3,0,22.0,0.0,19.73,14.1,1.6,0.2,21.2,20.5,3.7666666666666666,21.56,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-27,25250.0,Bukittinggi,5,2022,4,0,21.3,0.8,20.76,17.3,4.5,0.8,21.3,21.4,3.643333333333333,21.560000000000002,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-30,25250.0,Bukittinggi,5,2022,0,0,21.5,0.0,23.4,15.2,7.1,3.4,21.0,20.8,3.4066666666666667,21.576666666666668,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-05-31,25250.0,Bukittinggi,5,2022,1,0,21.4,0.4,22.05,17.3,13.0,1.2,21.2,21.2,2.986666666666667,21.583333333333332,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-01,25250.0,Bukittinggi,6,2022,2,0,21.4,1.4,19.58,15.1,1.1,6.8,21.1,20.9,2.9966666666666666,21.59333333333333,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-02,25250.0,Bukittinggi,6,2022,3,0,20.9,3.1,16.46,15.7,0.1,2.1,21.6,20.7,3.0966666666666667,21.57,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-03,25250.0,Bukittinggi,6,2022,4,0,21.2,0.0,18.82,16.3,8.0,1.5,21.4,21.1,2.83,21.563333333333333,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-06,25250.0,Bukittinggi,6,2022,0,0,20.8,8.0,17.32,8.0,3.9,21.1,20.8,21.1,2.966666666666667,21.563333333333333,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-07,25250.0,Bukittinggi,6,2022,1,0,20.5,9.1,17.16,6.3,1.1,11.8,21.8,21.5,3.2333333333333334,21.52,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-08,25250.0,Bukittinggi,6,2022,2,0,20.4,3.4,16.08,8.0,3.1,1.1,22.1,21.4,3.243333333333333,21.46333333333333,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-09,25250.0,Bukittinggi,6,2022,3,0,20.2,19.4,14.34,7.5,0.3,10.5,21.9,20.8,3.88,21.40666666666667,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-10,25250.0,Bukittinggi,6,2022,4,0,20.7,1.4,17.18,7.5,0.4,1.3,21.8,20.8,3.9133333333333336,21.37,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-13,25250.0,Bukittinggi,6,2022,0,0,20.5,6.3,16.48,7.3,2.7,0.1,21.5,21.9,4.033333333333333,21.336666666666666,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-14,25250.0,Bukittinggi,6,2022,1,0,20.6,14.8,14.76,10.0,4.7,1.3,21.9,21.3,4.37,21.293333333333333,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-15,25250.0,Bukittinggi,6,2022,2,0,20.4,1.7,13.45,11.5,8.6,0.1,21.3,20.9,4.14,21.263333333333335,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-16,25250.0,Bukittinggi,6,2022,3,0,20.5,0.7,14.89,8.7,12.9,0.0,21.3,20.6,3.7333333333333334,21.236666666666668,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-17,25250.0,Bukittinggi,6,2022,4,0,20.4,9.5,12.85,5.4,0.6,0.0,21.4,20.7,4.03,21.203333333333333,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-20,24000.0,Bukittinggi,6,2022,0,0,20.4,3.0,13.84,7.3,0.6,0.0,22.0,20.8,4.11,21.15,25250.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-21,25000.0,Bukittinggi,6,2022,1,0,20.2,10.4,16.28,7.9,1.8,0.0,22.1,21.3,4.3966666666666665,21.086666666666666,24000.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-22,25000.0,Bukittinggi,6,2022,2,0,20.4,9.7,14.43,7.6,1.6,0.0,22.0,20.9,4.666666666666667,21.033333333333335,25000.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-23,25000.0,Bukittinggi,6,2022,3,0,19.9,24.9,9.68,7.2,0.4,0.0,21.7,21.5,5.483333333333333,20.973333333333336,25000.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-24,25000.0,Bukittinggi,6,2022,4,0,20.3,5.0,12.73,8.3,0.0,0.0,22.3,21.4,5.65,20.906666666666663,25000.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-27,25000.0,Bukittinggi,6,2022,0,0,21.4,1.5,16.65,11.3,2.9,0.9,21.3,21.3,5.6033333333333335,20.91,25000.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-28,25000.0,Bukittinggi,6,2022,1,0,20.5,6.9,11.53,18.9,0.0,3.0,22.0,21.1,5.833333333333333,20.86,25000.0,25250.0
Minyak Goreng Kemasan Bermerk 1,2022-06-29,25000.0,Bukittinggi,6,2022,2,0,20.7,3.1,15.22,19.0,0.0,2.6,21.7,21.0,5.9366666666666665,20.826666666666664,25000.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-06-30,25000.0,Bukittinggi,6,2022,3,0,19.7,6.1,8.78,21.7,0.5,2.4,21.5,20.4,6.123333333333333,20.766666666666666,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-01,25000.0,Bukittinggi,7,2022,4,0,20.0,0.0,23.12,13.2,5.9,0.1,20.9,21.5,5.926666666666666,20.736666666666668,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-04,25000.0,Bukittinggi,7,2022,0,0,20.9,0.0,21.99,11.6,0.3,3.3,21.5,20.7,5.916666666666667,20.716666666666665,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-05,25000.0,Bukittinggi,7,2022,1,0,21.8,0.1,18.06,7.7,21.2,5.0,21.3,21.3,5.213333333333333,20.733333333333334,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-06,25000.0,Bukittinggi,7,2022,2,0,21.4,0.4,13.24,9.1,5.7,7.2,21.1,21.0,5.036666666666666,20.743333333333332,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-07,25000.0,Bukittinggi,7,2022,3,0,21.7,1.1,20.63,15.5,0.0,1.6,22.0,21.2,5.073333333333333,20.733333333333334,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-08,25000.0,Bukittinggi,7,2022,4,0,21.0,0.3,19.85,18.1,0.8,4.5,21.3,21.3,5.056666666666667,20.723333333333333,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-11,24750.0,Bukittinggi,7,2022,0,0,20.9,1.8,17.36,9.5,0.0,7.1,21.5,21.0,5.116666666666665,20.70333333333333,25000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-12,24250.0,Bukittinggi,7,2022,1,0,21.3,1.6,15.67,12.4,0.4,13.0,21.4,21.2,5.156666666666667,20.7,24750.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-13,23750.0,Bukittinggi,7,2022,2,0,21.2,11.1,16.22,8.3,1.4,1.1,21.4,21.1,5.48,20.69333333333333,24250.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-14,23750.0,Bukittinggi,7,2022,3,0,20.8,7.8,14.22,10.2,3.1,0.1,20.9,21.6,5.636666666666667,20.69,23750.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-15,24000.0,Bukittinggi,7,2022,4,0,21.6,0.1,20.99,12.8,0.0,8.0,21.2,21.4,5.640000000000001,20.70333333333333,23750.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-18,24000.0,Bukittinggi,7,2022,0,0,21.6,0.1,22.67,10.0,8.0,3.9,20.8,20.8,5.376666666666667,20.73,24000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-19,24000.0,Bukittinggi,7,2022,1,0,21.9,0.0,20.72,12.8,9.1,1.1,20.5,21.8,5.073333333333333,20.776666666666664,24000.0,25000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-20,24000.0,Bukittinggi,7,2022,2,0,21.3,1.0,15.57,11.7,3.4,3.1,20.4,22.1,4.993333333333334,20.80666666666667,24000.0,24750.0
Minyak Goreng Kemasan Bermerk 1,2022-07-21,24000.0,Bukittinggi,7,2022,3,0,20.7,6.3,15.96,8.7,19.4,0.3,20.2,21.9,4.556666666666667,20.82333333333333,24000.0,24250.0
Minyak Goreng Kemasan Bermerk 1,2022-07-22,24000.0,Bukittinggi,7,2022,4,0,20.0,3.0,12.95,12.2,1.4,0.4,20.7,21.8,4.609999999999999,20.799999999999997,24000.0,23750.0
Minyak Goreng Kemasan Bermerk 1,2022-07-25,24000.0,Bukittinggi,7,2022,0,0,20.0,3.8,9.95,15.7,6.3,2.7,20.5,21.5,4.526666666666667,20.783333333333328,24000.0,23750.0
Minyak Goreng Kemasan Bermerk 1,2022-07-26,23500.0,Bukittinggi,7,2022,1,0,20.3,4.3,15.23,13.1,14.8,4.7,20.6,21.9,4.176666666666667,20.773333333333333,24000.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-27,23500.0,Bukittinggi,7,2022,2,0,21.0,0.8,19.18,13.0,1.7,8.6,20.4,21.3,4.1466666666666665,20.793333333333333,23500.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-28,23500.0,Bukittinggi,7,2022,3,0,21.0,1.3,19.29,11.2,0.7,12.9,20.5,21.3,4.166666666666667,20.81,23500.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-07-29,23500.0,Bukittinggi,7,2022,4,0,20.4,1.1,9.15,18.1,9.5,0.6,20.4,21.4,3.8866666666666663,20.81,23500.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-08-01,22750.0,Bukittinggi,8,2022,0,0,21.7,1.0,19.66,7.8,3.0,0.6,20.4,22.0,3.82,20.853333333333335,23500.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-08-02,22750.0,Bukittinggi,8,2022,1,0,20.6,16.8,12.63,7.8,10.4,1.8,20.2,22.1,4.033333333333333,20.866666666666664,22750.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-08-03,22750.0,Bukittinggi,8,2022,2,0,20.0,13.2,10.24,14.0,9.7,1.6,20.4,22.0,4.15,20.85333333333333,22750.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-08-04,22750.0,Bukittinggi,8,2022,3,0,20.3,0.0,17.44,15.6,24.9,0.4,19.9,21.7,3.32,20.866666666666667,22750.0,23500.0
Minyak Goreng Kemasan Bermerk 1,2022-08-05,22750.0,Bukittinggi,8,2022,4,0,20.0,1.4,14.25,12.0,5.0,0.0,20.3,22.3,3.2,20.85666666666667,22750.0,23500.0
Minyak Goreng Kemasan Bermerk 1,2022-08-08,22750.0,Bukittinggi,8,2022,0,0,20.5,1.0,20.72,11.4,1.5,2.9,21.4,21.3,3.183333333333333,20.826666666666664,22750.0,23500.0
Minyak Goreng Kemasan Bermerk 1,2022-08-09,22750.0,Bukittinggi,8,2022,1,0,20.8,2.6,21.18,10.4,6.9,0.0,20.5,22.0,3.04,20.836666666666662,22750.0,23500.0
Minyak Goreng Kemasan Bermerk 1,2022-08-10,22750.0,Bukittinggi,8,2022,2,0,21.0,2.6,19.87,7.1,3.1,0.0,20.7,21.7,3.0233333333333334,20.846666666666668,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-11,22750.0,Bukittinggi,8,2022,3,0,22.1,1.4,21.21,7.4,6.1,0.5,19.7,21.5,2.8666666666666667,20.926666666666666,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-12,22750.0,Bukittinggi,8,2022,4,0,21.6,1.6,15.23,12.8,0.0,5.9,20.0,20.9,2.9200000000000004,20.98,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-15,22750.0,Bukittinggi,8,2022,0,0,20.9,3.7,18.29,10.5,0.0,0.3,20.9,21.5,3.0433333333333334,20.98,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-16,22750.0,Bukittinggi,8,2022,1,0,21.2,0.6,18.01,10.2,0.1,21.2,21.8,21.3,3.06,20.96,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-17,22750.0,Bukittinggi,8,2022,2,0,20.5,2.7,19.62,5.6,0.4,5.7,21.4,21.1,3.136666666666667,20.930000000000003,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-18,22750.0,Bukittinggi,8,2022,3,0,20.5,4.3,16.87,12.2,1.1,0.0,21.7,22.0,3.243333333333333,20.89,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-19,22750.0,Bukittinggi,8,2022,4,0,21.2,2.3,20.43,13.3,0.3,0.8,21.0,21.3,3.31,20.896666666666665,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-22,22750.0,Bukittinggi,8,2022,0,0,21.4,0.8,20.46,11.5,1.8,0.0,20.9,21.5,3.2766666666666664,20.913333333333334,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-23,22750.0,Bukittinggi,8,2022,1,0,20.3,13.6,15.59,9.2,1.6,0.4,21.3,21.4,3.676666666666667,20.88,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-24,22750.0,Bukittinggi,8,2022,2,0,20.5,12.8,16.72,10.8,11.1,1.4,21.2,21.4,3.7333333333333334,20.85666666666667,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-25,22750.0,Bukittinggi,8,2022,3,0,20.7,5.0,17.82,13.9,7.8,3.1,20.8,20.9,3.64,20.85333333333333,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-26,22750.0,Bukittinggi,8,2022,4,0,20.2,5.2,14.01,10.9,0.1,0.0,21.6,21.2,3.8100000000000005,20.80666666666667,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-29,22750.0,Bukittinggi,8,2022,0,0,20.0,20.9,11.76,10.3,0.1,8.0,21.6,20.8,4.503333333333333,20.753333333333334,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-30,22750.0,Bukittinggi,8,2022,1,0,21.0,4.7,20.08,8.4,0.0,9.1,21.9,20.5,4.66,20.723333333333336,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-08-31,23750.0,Bukittinggi,8,2022,2,0,20.7,22.7,18.46,11.2,1.0,3.4,21.3,20.4,5.383333333333334,20.703333333333333,22750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-01,24000.0,Bukittinggi,9,2022,3,0,20.2,1.7,13.51,13.8,6.3,19.4,20.7,20.2,5.23,20.686666666666667,23750.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-02,24000.0,Bukittinggi,9,2022,4,0,20.7,1.3,12.78,15.0,3.0,1.4,20.0,20.7,5.173333333333334,20.71,24000.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-05,24000.0,Bukittinggi,9,2022,0,0,20.9,0.5,17.23,13.0,3.8,6.3,20.0,20.5,5.0633333333333335,20.740000000000002,24000.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-06,24000.0,Bukittinggi,9,2022,1,0,20.9,2.4,19.55,11.3,4.3,14.8,20.3,20.6,5.0,20.759999999999998,24000.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-07,24000.0,Bukittinggi,9,2022,2,0,20.3,1.0,10.38,13.3,0.8,1.7,21.0,20.4,5.006666666666667,20.736666666666668,24000.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-08,24000.0,Bukittinggi,9,2022,3,0,21.7,0.1,18.18,8.0,1.3,0.7,21.0,20.5,4.966666666666667,20.759999999999998,24000.0,22750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-09,24000.0,Bukittinggi,9,2022,4,0,20.8,0.0,20.3,12.8,1.1,9.5,20.4,20.4,4.930000000000001,20.773333333333333,24000.0,23750.0
Minyak Goreng Kemasan Bermerk 1,2022-09-12,24000.0,Bukittinggi,9,2022,0,0,20.5,8.5,19.71,9.6,1.0,3.0,21.7,20.4,5.180000000000001,20.733333333333334,24000.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-09-13,24000.0,Bukittinggi,9,2022,1,0,20.2,12.9,13.23,10.9,16.8,10.4,20.6,20.2,5.05,20.720000000000002,24000.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-09-14,24000.0,Bukittinggi,9,2022,2,0,20.6,26.2,17.72,6.1,13.2,9.7,20.0,20.4,5.483333333333333,20.740000000000002,24000.0,24000.0
Minyak Goreng Kemasan Bermerk 1,2022-09-15,24000.0,Bukittinggi,9,2022,3,0,20.8,12.8,20.56,6.9,0.0,24.9,20.3,19.9,5.91,20.756666666666664,24000.0,24000.0
